,Spec_RE_100Hz,Spec_RE_109Hz,Spec_RE_120Hz,Spec_RE_132Hz,Spec_RE_145Hz,Spec_RE_159Hz,Spec_RE_174Hz,Spec_RE_191Hz,Spec_RE_210Hz,Spec_RE_231Hz,Spec_RE_253Hz,Spec_RE_278Hz,Spec_RE_305Hz,Spec_RE_335Hz,Spec_RE_367Hz,Spec_RE_403Hz,Spec_RE_443Hz,Spec_RE_486Hz,Spec_RE_533Hz,Spec_RE_585Hz,Spec_RE_642Hz,Spec_RE_705Hz,Spec_RE_774Hz,Spec_RE_849Hz,Spec_RE_932Hz,Spec_RE_1023Hz,Spec_RE_1123Hz,Spec_RE_1232Hz,Spec_RE_1353Hz,Spec_RE_1484Hz,Spec_RE_1629Hz,Spec_RE_1788Hz,Spec_RE_1963Hz,Spec_RE_2154Hz,Spec_RE_2364Hz,Spec_RE_2595Hz,Spec_RE_2848Hz,Spec_RE_3125Hz,Spec_RE_3430Hz,Spec_RE_3764Hz,Spec_RE_4132Hz,Spec_RE_4534Hz,Spec_RE_4977Hz,Spec_RE_5462Hz,Spec_RE_5994Hz,Spec_RE_6579Hz,Spec_RE_7220Hz,Spec_RE_7924Hz,Spec_RE_8697Hz,Spec_RE_9545Hz,Spec_RE_10476Hz,Spec_RE_11497Hz,Spec_RE_12618Hz,Spec_RE_13848Hz,Spec_RE_15199Hz,Spec_RE_16681Hz,Spec_RE_18307Hz,Spec_RE_20092Hz,Spec_RE_22051Hz,Spec_RE_24201Hz,Spec_RE_26560Hz,Spec_RE_29150Hz,Spec_RE_31992Hz,Spec_RE_35111Hz,Spec_RE_38535Hz,Spec_RE_42292Hz,Spec_RE_46415Hz,Spec_RE_50941Hz,Spec_RE_55908Hz,Spec_RE_61359Hz,Spec_RE_67341Hz,Spec_RE_73907Hz,Spec_RE_81113Hz,Spec_RE_89021Hz,Spec_RE_97701Hz,Spec_RE_107226Hz,Spec_RE_117681Hz,Spec_RE_129154Hz,Spec_RE_141747Hz,Spec_RE_155567Hz,Spec_RE_170735Hz,Spec_RE_187381Hz,Spec_RE_205651Hz,Spec_RE_225701Hz,Spec_RE_247707Hz,Spec_RE_271858Hz,Spec_RE_298364Hz,Spec_RE_327454Hz,Spec_RE_359381Hz,Spec_RE_394420Hz,Spec_RE_432876Hz,Spec_RE_475081Hz,Spec_RE_521400Hz,Spec_RE_572236Hz,Spec_RE_628029Hz,Spec_RE_689261Hz,Spec_RE_756463Hz,Spec_RE_830217Hz,Spec_RE_911162Hz,Spec_RE_1000000Hz,binary_label
4,0.0197635082468119,-0.079988679137714,-0.0024511957464544,-0.0107315910253826,-0.0068684021536533,0.0103220997385202,0.0125042007696894,-0.0064272119615695,0.0038946032663083,0.0025847385299276,0.0024505451979329,-0.0141387062306358,0.0027406808693653,0.0017288085326466,0.0001051789356643,-0.0075838951738848,0.0073952214897798,-0.0009137025045306,0.0022259109711581,0.0023331777881474,0.0003950594332057,-0.0001930593204312,0.001466321527164,-0.0030314438771108,0.0006848856752617,0.0082736959287531,0.000605845613,-0.0002666125482986,0.0006552368701384,-2.753328018694202e-17,-0.0068232988321428,-0.0068004094000185,-0.0060114449446068,-0.0085849021877391,-0.0039628932794064,-0.008027527661591,-0.0046973937307543,-0.0017309922146762,-0.0038626520504796,-0.0004544128069371,-0.0014388789256371,0.0001458381946064,-0.000864104833534,0.0008152837288391,-0.0022993565155421,0.0002128854853493,0.0013926313827172,0.0001242694398966,0.0008664640945109,0.0017999345941652,0.0019716098368308,0.0014704129924074,0.0020192254453922,0.0011595348264096,0.00112549694921,0.0010964800353867,0.0020156960284547,-0.0001504149157209,0.0028779141156246,0.0024288557297482,-0.002662384577798,0.0029378499794361,-0.0017483297620201,0.0010314555222441,0.0032620148371142,0.0014776178642921,0.0023477417268513,0.0017544690524575,0.0020042262189112,0.0025422345197379,0.0025388052377385,0.0016763427395724,0.0027459728448551,0.0034921724211879,0.001838857455428,0.0026356336293288,0.0071232631260104,0.002350924504145,0.0013624221594581,0.0030588235294116,0.0052096627930409,-0.0091543721368904,0.0084682949604599,0.0035360907680951,-0.0028050033633628,0.0055233236569397,0.0047162967971967,0.0112054185883659,0.008619912839958,0.0082395943965951,0.0009347103643113,2.741367629089577e-06,0.0013775437157306,0.0049163842371716,0.0049212778389464,0.0004071647935179,-0.0001383125864453,-0.0129985697619361,-0.0277879263746008,-0.0359624958272253,0
5,-0.0187475966285245,0.0180795799607162,0.0067383744413922,-0.0063563099871304,0.0104428107084888,-0.0048872251171015,-0.0050024391565938,0.0112566042906953,-0.0033883908152702,-0.0039528304285138,-0.0241981379043457,-0.0136553905780256,-0.0123304685704117,-0.0029006369104239,0.0177865092989447,0.0165238258484743,-0.0049314349046731,-0.0108317346698918,-0.0033046801107638,0.0036412873021579,-0.0050466906026205,-0.0059572590304482,-0.0085203056205081,-0.0051256107986855,0.0034008116288863,0.0027194656488548,-0.0015983163869281,0.0013251041579619,-0.0036741503024943,-0.0016840999959615,0.0005223771806209,0.0008657273120784,-0.0004192138316144,0.0051942952731912,-0.0008611436477392,0.0050934415758348,-0.0007471250134152,-0.0026047705814146,0.0005512153677186,-0.0037395255763539,-0.0041623222254661,-0.0058626954231807,-0.0042039119619794,-0.0047494380982044,-0.0037338866880463,-0.0045162135106253,-0.0055548494246446,-0.0049826531737481,-0.0048225791350681,-0.005952780385045,-0.005546903180632,-0.0057705730141977,-0.0059090347667947,-0.0050949000012747,-0.0059893275506516,-0.0062811548342096,-0.0073603252957331,-0.0067015368665259,-0.0096791403094276,-0.0111488046754948,-0.012042748499668,-0.0180360024043785,0.0003169979077295,-0.0032018994610452,-0.0041199870981615,-0.0034763926278733,-0.0053017139161368,-0.0043894017152894,-0.0051398912889108,-0.0047158299963909,-0.0077640607109343,0.0047123950704729,-0.0065661397224426,-0.0096787475873901,-0.010261363053623,-0.0132854647444838,-0.0138113745248527,-0.0138316198707778,-0.0111290706775104,-0.0114688832054561,-0.0156180728152079,-0.0133189335758555,-0.0180083624100082,-0.0003085319023646,-0.0147525761708835,-0.0238346360297579,-0.0240986865023258,-0.0279256111205016,-0.0353468658668357,-0.0330262107246129,-0.0352590494127902,-0.0404242070594132,-0.0342675607802469,-0.0516609924885909,-0.0529809484818011,-0.0587305606377417,-0.0665217886093457,-0.0692498816270544,-0.0536492217628646,0.0038358563501163,0
6,-0.058144831062472,-0.0080505719478805,-0.019462481352921,-0.004301048175771,-0.0032858987185182,0.0100648526119753,-0.0158214537373299,-0.0186311798650974,-0.0098831790967272,-0.0038166386414234,0.0308869615364185,0.0066511433747075,0.0038737329170899,-0.0007233508504798,-0.0242734201560405,-0.0157658172399345,0.001266648902688,0.0039239920837725,-0.0040757721366086,-0.0023752514859665,-0.001355596094334,0.0042039652020424,0.0055993931383973,0.0005372675435499,0.0020861460223492,-0.008579834605598,0.0038662516092772,-0.0023597200170314,0.0054187687174641,0.0002705868099026,-0.0021907446102014,0.0023140001051817,-0.0021042092324725,-0.0076932829991125,-0.0001632499806142,-0.0058352049121216,-0.0038924800422684,-0.0001490806692066,-0.0034937936465176,-0.0007212239963314,0.00220628101931,0.0004166805560184,-0.0002076368410676,0.0001645719865648,0.000694627847995,-0.0001951450282369,0.0005681529310081,0.0012762004936846,0.0007745405952896,6.667997434717312e-05,0.001395319230198,0.0015827687174421,0.0015558385471457,0.0006016494372282,0.0016684737547036,0.0018093196549788,0.0020802118836506,0.0022111842412756,0.0036150699895841,0.0026879056839841,0.0029609892794647,0.0030537188775348,0.0021697306991213,0.0048536047176831,0.0034327491667562,0.003414699385656,0.0035050123962487,0.0026741122171321,0.004817975632534,0.0028782202210115,0.0061847327324225,0.0091891071451158,-0.0001329872804102,0.0045884623632854,0.0044879574708124,0.0047455139292442,0.0046173011207288,0.0044058035125627,0.0077138700786061,0.0038955669224211,0.0047033485591454,0.0035986762328212,0.0038918972999336,-0.026922726028647,0.0056599413165398,0.0073211675544655,0.0074248478514784,0.00513647083444,0.014330769568147,0.0075337421410464,0.0089299473106646,0.0092153030973537,-0.0004186804214664,0.0094704398991313,0.0076229921973439,0.0119993139048614,0.0096901973142847,0.0057536573579158,0.0051325193090407,-0.0060914285161371,0
7,0.0058488967875367,0.0053362798343407,0.020933649388247,-0.0026491247112089,0.0120545221322329,-0.0093145093022819,0.0175624695105425,0.0030850982840263,0.0346246565355396,-0.0008022604204876,-0.029659602236943,0.0145557670433871,-0.0058751121558392,-0.0091905342307706,0.020840079184713,-0.0075419952005486,-0.002548744743214,-0.0042917478636043,0.0106927293239079,0.0158923831307419,0.0018048793713131,-0.0088925486982285,-0.0034214168967164,0.003113798756049,-0.0027828400713225,0.006305661577608,-0.0037745776020471,0.0029844688242385,-0.0016441219624948,-0.0056298210896168,-0.0050496460793366,-0.0033091819685992,0.0004802643896164,0.001030679062082,0.0004366936981426,-0.0001854408340717,0.0055807349068363,-0.0015405002484678,0.0019893486955259,-0.0016925834827198,-0.0021979396922049,-2.083402780106801e-05,0.0001119980536667,-0.0009407119948145,0.0016667714686955,-0.0006868091253532,-0.0007528767773315,-0.0010709226475752,-0.0007587944403306,0.0009738673960408,-0.0004150310848946,-0.0007149909774948,0.000601380790739,0.0001567857643624,-0.0003312286072666,3.827897718488745e-06,-0.0007614568698773,-0.0008289816400324,-0.0011542141943788,-0.0004769542107163,0.0001737336446061,-0.0009755923945711,-0.0007687094017453,-0.0003281903934413,-0.001691000967638,-0.0004111444743562,-0.0001905788509216,-0.0002514380188061,0.0001923747304816,-0.0009486655094781,0.0004644575875754,-0.0101803248968097,0.002897835739259,-0.0003975981128029,0.0001696552195688,-0.0001017171747518,0.0016710679561947,0.0023126427590079,-0.0024628236975534,-0.0017459505541347,-0.0002766675623027,-0.0004029405820533,0.0020351588065848,0.0221417256222474,0.0011914145520124,0.0098760630043768,-0.0004676133685785,0.0041444312977406,-0.0020115389369345,0.0014241082849456,-0.0004191020242978,0.0001809302635237,-0.0006647809279846,0.0030321988815408,-0.0002444540724458,0.0021926457135389,-0.0005418701962638,0.0056433386540141,0.0030792979307545,0.0053538754795667,0
8,-0.0363886030825513,0.0676211121864874,0.0161754458804237,0.0080842106895321,0.0150087383195028,-0.005836264790534,0.0051845628489348,0.0003776055544558,0.002902468129593,-0.0049174314592134,-0.0067305576422561,0.0095667393044389,0.0112044610216747,0.0173061690977282,-0.0177489453933504,0.0026587437626175,0.0094149086120539,0.002744898810291,-0.0063852497312573,0.0120560268659683,0.0090670013052453,-0.0025531110130492,-0.0009814578755153,0.0028981074064487,0.0080769276186052,0.0066475826972009,0.0026625320360797,-0.0018742464216218,0.0003175687898217,0.0046645935139937,0.0029722856633784,0.0040333183651507,0.0037078038893275,0.0002781197469108,0.0002081437252828,0.0006181361135721,0.0030545442537417,0.0027497101209208,0.0031166462896573,0.0005419602284569,0.0026817366643032,0.0025375845861528,0.0039891441586931,0.0013973887350264,0.0012031272925442,0.0019801729272176,0.0022700696527529,0.0023797809804136,0.0014022589348789,0.0031870479458745,0.003540070869316,0.0041303496646351,0.0021504048246751,0.0025485122348132,0.0035618768203753,0.003608431582708,0.0033565222558477,0.0052938402117705,0.0067521106961697,0.0086355582799418,0.0126654332691576,0.0086696035939131,-0.0044489161871003,-0.0015953580200183,-0.0007014299537685,0.0004529923379581,-0.0002893176673494,0.0004525023249404,0.0007634737625829,-0.0009005447952292,0.0026937679175598,-0.0004591391457229,0.0015272087685806,0.0037683894488526,0.0035281448180373,0.0080914510362704,0.0074180570902001,0.0049659930497363,0.0108023956171096,0.009161125319693,0.0084461274937865,0.0103463520614388,0.0109599262974031,0.0127713131681746,0.0157359987124303,0.0171714359413191,0.0213331694022662,0.0262916636482907,0.0272815715920463,0.0213515462079337,0.0293725532924997,0.0313389231124704,0.0423018136369087,0.0540706310428077,0.0641483259864615,0.0774875032671196,0.1083123238265314,0.1496453692991833,0.1915387409330297,0.1634363343444751,0
9,-0.0312964435298641,-0.1196251355720768,0.0170981846153351,-0.0048629308607136,-0.0174621097333671,-0.0009852517917944,-0.0099734402948669,-0.003151788297273,-0.0126312386729804,0.007750220630695,0.0073755377996311,-0.0043774151421032,0.0029179056333746,0.0093131421999268,0.0069042458482492,0.0100293299813354,0.0048078594019717,-0.0020965870747114,0.000110156003692,-0.0156131667724883,-0.0039312286735687,-0.0027422303473492,0.0029013615284153,-0.0033922366800788,-0.0062466296933366,-0.0066595101781171,-0.0004543842097502,0.0011340981532106,-0.0010692822543365,-0.0006946407657204,0.0005061794385862,-0.0022775910126178,-0.002584473622089,-0.0003108397171358,0.001534549817772,-0.0010549523004966,0.0020019648149523,0.0007164154381314,0.0010319746358041,0.0024805102763996,0.001643241439713,0.0025709190306342,0.0024706686745219,0.0035271438552776,0.0047454358716384,0.0039831550135798,0.0039410578405951,0.0020739848501555,0.0044353088374229,0.0019311709767979,0.0026476267266438,0.002892734329781,0.003240301031121,0.0038699315496295,0.0024895295193145,0.0014052637846849,0.003013145105496,0.0024869449200974,0.001807534994792,-5.122219516500104e-05,-0.0039745747493183,0.0073558954728083,0.0014102828564331,0.0015037399940641,0.0023709278572195,0.0037943501069923,0.002904387194136,0.0016093755381806,0.002047263071368,0.0014212796672795,0.0040251556083575,0.0034496570158905,0.0015087621458141,0.0026742440488955,0.0056490487342096,0.0009137378272009,0.0007457306069512,0.0036503770751896,-0.0007750025521489,0.0012821824381926,0.0039547927722172,-0.0012517683912692,0.0036251005698611,-0.0003375604415656,0.0045168106240997,0.0038004069817431,-0.0025282268805967,-0.0102206231537601,-0.0060908362340163,0.0091667764917475,0.0101187650304695,0.0147242771600997,0.0075261868738657,0.003591044650088,0.0056673596177771,0.0069969452430736,-0.0027443668259887,-0.0058088167098668,0.0003204820049353,0.0292844114815405,0
10,0.0372938297009945,0.0497303490056237,-0.0048261134740132,-0.0007791543268262,0.0074597435375872,0.0120957881073759,-0.0118597213941135,0.0076526028899004,0.0058943487845054,-0.0030034828779685,-0.0069164636876171,-0.0145454266926579,-0.0257309594607623,-0.0163296454495806,-0.0014537231465031,-0.0068144592998895,-0.011851663055945,-0.0098990756818647,0.0039808100644601,0.0039358031868912,-0.0016615734984836,0.0010874361722246,0.0040040353168426,0.003160858686871,0.0002873370936442,-0.0018487595419847,-0.0031089445930273,-0.0004337428024561,-0.0032842240668904,-0.0044222769678123,-0.0030816204221131,-0.0060317730014443,-0.0040944574233408,-0.0030225072495185,-0.0060320867836897,-0.0041126656089671,-0.0069883019210608,-0.0055118436309425,-0.0036429947986821,-0.0054279401342394,-0.0062101180297786,-0.0071627387579586,-0.0083516151629425,-0.0090746087732443,-0.0091391561340628,-0.008611724752584,-0.0089680037961598,-0.0074701626105913,-0.0084067444611836,-0.0079854578196074,-0.008164824205903,-0.0089710088182221,-0.0078924840178369,-0.0092656562695186,-0.0082403214490721,-0.0077446877286105,-0.0084269591385435,-0.0105698345860827,-0.0099183666556581,-0.0109649085977715,-0.0111732450187306,-0.01982188617166,-0.0045768940940721,-0.0044092787983844,-0.0045857434684442,-0.0055196037827018,-0.0053064568287162,-0.0057357145317397,-0.0037480794804591,-0.0046346262910959,-0.0035749029330992,-0.0051736422930816,-0.011135325282598,-0.0070546858245765,-0.0096250491444591,-0.0110648543555981,-0.0105298185587946,-0.0125819335684117,-0.0105169802974104,-0.0129509803921569,-0.011191391818365,-0.0159664679331717,-0.0180592205366783,-0.0123172238763882,-0.0206073036559549,-0.0217080131184055,-0.0201057355382061,-0.0175303246162638,-0.0212708779400565,-0.0347825075779305,-0.0416922849426799,-0.0312531574680728,-0.0513425246971145,-0.0594426127574971,-0.0739304637472624,-0.0880982912963932,-0.1091023688218919,-0.1441767832823231,-0.1894572103109745,-0.1941948842992399,0
11,-0.135777497167919,0.0017609777750026,0.0086799235932418,0.0038870497573379,0.0025967960878896,0.0049112097669256,-0.0028489349016207,0.0035912115352406,-0.0127921812185551,0.010759877536345,-0.0110056378853756,-0.0109033253801993,0.0225631594948723,0.0088350072877597,-0.0037387355238099,0.0122153658629489,-0.0071600418612014,0.001709495681713,0.0008235110896707,-0.0168195344354092,-0.0004911130993187,0.0011524459433902,0.0037921029787832,-0.0060840647230915,-0.0035944689577535,0.004266459923664,0.0063486242920175,0.0060083326369572,0.0078889715193053,0.0044699325552279,0.0065325493626187,0.0040482865476493,0.0023976589146025,0.0017746493850689,0.0020259322594205,0.0026645787402385,0.0015668986469193,0.0040529236375683,0.0032687485753361,0.0037482803185058,0.0041164449263876,0.0028171772392412,0.003614139439674,0.0051269855967943,0.0051759626066361,0.0036021575774984,0.0044456589896114,0.0049283648177522,0.0052592157563686,0.0043664765367185,0.0038235481338453,0.0040609785162234,0.0034847716925121,0.0044728556678691,0.0032493568892573,0.0046904506711579,0.0039172159710696,0.0050499470998388,0.0046439549831058,0.001592086590701,0.000361666673627,0.0004314435761966,-0.0029514904795384,0.00112436394293,0.0064152241694441,0.0005267653758542,0.0037089576371671,0.0043299865670099,0.0025718823028159,0.0019153762867994,0.0048826157700353,0.0019149770430426,0.0023028249072305,0.0037821145185502,0.0032264405736654,0.0027068785702942,0.0032209760197268,0.0029834240043555,0.0030476911559532,0.0037945439045182,0.0004328440921609,-0.0018155483697116,0.0122580591371626,0.0072210564729495,0.0054234742094033,0.0027088442783033,0.0017118501670047,-0.0003155208911855,0.00072925762451,0.0035211213011558,0.006207924413763,0.0077263488507795,0.0055844693554565,0.0009158008267539,-0.0081027581574125,-0.0056165871667538,-0.0008176199730377,0.0041149852827038,0.0096144601480627,0.0014126958785081,0
12,0.0693525966804892,-0.0119561336947683,-0.0099185563177993,-0.0050063572790846,-0.000457879639508,0.0008288812806862,0.0059415144452273,-0.0022525389405728,0.0086217747010698,-0.0329674919283667,0.0119344093119959,0.0039082695997517,-0.0034929592086432,0.0021121844834008,0.001827859646223,0.0018355997409818,-0.017734629331418,0.0021288130966552,-0.0061337901642084,0.0037617710731853,-0.0046547296747731,-0.0003274128475068,0.0005763621149439,0.0111547722691513,0.0044202678926382,2.186704834594409e-05,-0.0008713016513278,-0.0040656423969662,0.0040094064679516,-0.0002087960906264,-0.0036967296758832,-0.0034673592485164,-0.0001123330267239,0.0007730092965615,0.0017063704223684,0.0027206230812025,-0.0007116262558718,-0.001545055491138,-0.0022699297511242,-0.0006265894025931,-0.000838720440422,0.0002325077502583,4.739992533456462e-05,-0.0017660973289672,-0.0006468381227861,-0.0004456233869912,-0.0014201704882471,-0.0022652664794849,-0.0021887155393271,-0.0017803977863947,-0.0014178106898087,-0.0018368458683735,-0.0020728897369172,-0.0026322162878739,-0.0022216552926419,-0.0030342469249221,-0.0032440439556709,-0.0033099779476437,-0.0060340082480162,-0.0053854680113193,-0.006659928919552,-0.0145741719130628,0.0031977637544676,0.0028866130149212,0.0004429631222449,0.0031916545868709,-0.001146060148755,0.0002906175731064,-0.0023347492457792,0.0011566157389106,-0.0029576349251444,-0.0037203340880247,-0.0009939726732589,-0.0052631353206091,-0.0053033281482367,-0.005718908664844,-0.0073165216871941,-0.0073458415390963,-0.0074497226664852,-0.0084475703324808,-0.0081765970309666,-0.0133943007275667,-0.0085320760537428,-0.0205032719310614,-0.0120750917186991,-0.0149416345598742,-0.0142046269543657,-0.0173898695256723,-0.0174818483032499,-0.0239598272774492,-0.027943637198515,-0.0335735293541729,-0.0343383727184432,-0.0355066650801997,-0.0406608607168268,-0.0485759441975953,-0.0547354552935203,-0.0667340294150667,-0.0667302289309789,-0.0234880041800316,0
13,0.0144694654901838,-0.0059084313275679,0.0324344113638155,-0.0022087668429131,-0.003801687886323,-0.004851483285991,-0.0098994525448533,0.0037921951368058,-0.0014505462761403,0.0389468561487866,-0.0097968691904361,0.0096640151964857,-0.0076599657414891,-0.018094259849326,-0.004508044310383,-0.0109697939283129,0.0165938729721066,-0.0040650283209864,0.0061113791151813,0.0140235459712521,0.0072017010794417,0.0020464287965706,0.0038355060959873,0.0007247229346572,-0.0003778679587652,0.0025298187022901,0.0026836569160066,0.0039454677856434,-0.0014833276385343,0.0055248172529379,0.0031828563098303,0.0061871184630507,0.0025445872575274,0.0007079783557396,0.000529338062141,-0.0028133434982383,0.0039118805260419,0.0056683783336093,0.0056037466067099,0.0025059407178888,0.0033532134962672,0.0029321810727023,0.0026153852607205,0.0031382320507099,0.0014693244461211,0.0034378471532901,0.0031525920653482,0.0036072067792583,0.0031590191422175,0.0030936110391457,0.002890364743576,0.0024279901944093,0.0029979599051079,0.0022447132605065,0.0030333567191785,0.0031992718487895,0.0027584772560388,0.0019413721749402,0.0022106208029536,0.0024124814214578,0.0001678868392587,0.0009929925021354,6.356797352873191e-05,0.0006593917079233,0.0018802279324803,0.0015466452681714,0.0039931012180661,0.0005347363345158,0.005785444075762,0.001133414680255,0.0024350663326359,0.0087396651530674,-0.0008416807876279,0.0029890628350846,0.0004846071007332,0.0013253275765132,0.002095554199854,0.0014436471443944,0.000843059856399,0.0021534526854219,0.0004013568885604,0.0024871160064672,0.0024670360133898,0.0168241119340471,-0.0021129347094921,0.0014870801721278,-0.0007151492797279,0.0042772398361222,-0.0008680119456306,0.0032742086779902,0.0010568998124352,0.0006481376323199,0.0004055241050802,0.0006958704521814,0.002783994021806,0.006258167799268,0.0025618467356478,0.0044679075080175,0.0011382452541956,0.0012835212896171,0
